Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
18.0,Female,61.6,1.65,186.0,150.0,68.0,1.14,600.0,Strength,23.0,3.0,4.0,3.0,22.93
37.0,Male,113.2,1.88,141.0,109.0,82.0,0.54,845.0,Yoga,28.6,2.4,1.0,1.0,31.56
27.0,Female,67.7,1.65,148.0,125.0,66.0,1.22,329.0,Strength,24.1,2.5,3.0,2.0,25.02
37.0,Male,84.3,1.76,153.0,138.0,66.0,0.86,698.0,Strength,24.5,2.1,3.0,1.0,27.61
26.0,Male,71.5,1.66,154.0,133.0,62.0,1.07,1148.0,HIIT,22.1,2.9,3.0,1.0,26.26
23.0,Male,69.5,1.69,192.0,169.0,66.0,1.15,585.0,HIIT,19.0,3.2,5.0,3.0,23.76
39.0,Male,75.4,1.74,138.0,116.0,70.0,0.8,1237.0,HIIT,19.4,2.4,3.0,1.0,24.75
38.0,Female,81.7,1.73,173.0,137.0,66.0,0.87,703.0,HIIT,36.2,2.1,4.0,3.0,27.55
43.0,Male,100.4,1.92,140.0,104.0,71.0,0.51,626.0,Yoga,24.1,1.5,2.0,1.0,27.48
62.0,Male,82.5,1.82,178.0,132.0,72.0,0.86,687.0,Strength,20.6,2.5,3.0,2.0,25.0
39.0,Male,63.9,1.71,142.0,120.0,68.0,0.57,547.0,Strength,17.7,2.5,2.0,1.0,21.08
42.0,Male,76.8,1.72,155.0,114.0,67.0,0.71,80.0,Yoga,24.2,2.6,3.0,1.0,26.38
23.0,Female,77.7,1.79,154.0,113.0,75.0,0.66,928.0,HIIT,24.5,2.4,3.0,1.0,24.73
21.0,Male,81.6,1.87,147.0,121.0,51.0,0.49,1347.0,Yoga,17.4,1.9,2.0,1.0,23.39
55.0,Male,109.9,1.78,165.0,133.0,68.0,0.65,802.0,Strength,29.6,1.7,3.0,1.0,34.77
25.0,Female,49.7,1.66,175.0,137.0,60.0,0.8,823.0,Cardio,21.3,2.4,5.0,2.0,18.21
23.0,Female,72.3,1.62,175.0,147.0,76.0,1.07,595.0,HIIT,27.8,2.4,3.0,2.0,28.06
36.0,Male,61.3,1.7,151.0,124.0,69.0,0.77,1019.0,Strength,16.3,2.6,3.0,1.0,21.3
35.0,Male,81.9,1.81,152.0,129.0,68.0,0.65,635.0,Strength,20.8,1.9,2.0,1.0,24.93
25.0,Male,131.6,1.96,130.0,112.0,72.0,0.69,732.0,Yoga,28.0,1.9,3.0,1.0,34.39
32.0,Female,49.9,1.57,163.0,134.0,64.0,1.23,152.0,Cardio,21.4,3.4,4.0,2.0,20.24
51.0,Male,64.3,1.72,138.0,116.0,69.0,0.63,477.0,Strength,20.2,2.8,1.0,1.0,21.73
26.0,Female,71.4,1.71,142.0,123.0,73.0,0.51,764.0,Strength,33.2,1.7,2.0,1.0,23.8
19.0,Male,64.4,1.74,157.0,126.0,69.0,0.74,939.0,Cardio,23.0,2.8,1.0,1.0,21.45
47.0,Female,65.5,1.55,153.0,137.0,65.0,0.8,949.0,Yoga,34.6,1.9,2.0,1.0,27.67
42.0,Male,76.1,1.84,161.0,127.0,65.0,0.62,142.0,Yoga,18.3,1.9,3.0,1.0,22.83
29.0,Male,92.3,1.87,162.0,130.0,60.0,0.88,177.0,HIIT,28.1,2.3,5.0,2.0,26.73
18.0,Male,58.4,1.76,170.0,145.0,68.0,0.86,838.0,Strength,17.8,2.4,3.0,2.0,18.83
27.0,Male,52.2,1.75,173.0,146.0,70.0,0.93,413.0,Cardio,18.6,2.7,4.0,3.0,17.1
35.0,Female,61.9,1.64,161.0,143.0,58.0,1.1,939.0,Strength,26.8,2.5,4.0,2.0,23.43
50.0,Male,56.2,1.77,171.0,137.0,73.0,1.14,131.0,HIIT,15.3,2.7,4.0,2.0,18.24
24.0,Male,91.6,1.74,154.0,125.0,77.0,0.79,617.0,Yoga,28.4,1.9,2.0,1.0,30.78
35.0,Female,49.2,1.65,157.0,127.0,75.0,1.02,640.0,Strength,22.9,2.6,3.0,2.0,17.84
44.0,Male,74.3,1.93,170.0,138.0,70.0,0.93,805.0,Cardio,12.7,2.5,4.0,2.0,19.71
18.0,Male,86.4,1.82,144.0,121.0,76.0,0.3,314.0,Strength,22.5,1.5,3.0,1.0,25.97
48.0,Male,72.6,1.83,139.0,123.0,83.0,1.03,80.0,Strength,22.0,2.7,4.0,2.0,21.35
22.0,Male,64.1,1.85,159.0,123.0,70.0,0.31,699.0,Yoga,17.8,2.1,2.0,1.0,18.27
40.0,Female,75.1,1.54,158.0,124.0,61.0,0.68,816.0,Strength,33.7,2.1,3.0,2.0,31.83
39.0,Male,61.5,1.75,156.0,132.0,57.0,0.95,973.0,HIIT,15.8,2.3,2.0,2.0,20.22
49.0,Female,68.3,1.74,185.0,154.0,76.0,1.33,542.0,Cardio,25.8,2.6,5.0,3.0,22.65
43.0,Female,65.8,1.71,185.0,147.0,76.0,1.22,903.0,HIIT,24.7,2.7,4.0,3.0,22.63
18.0,Female,70.7,1.63,174.0,137.0,62.0,1.2,809.0,HIIT,27.7,3.2,4.0,2.0,26.1
27.0,Female,78.6,1.75,160.0,137.0,63.0,1.04,1075.0,Strength,25.5,3.4,4.0,2.0,25.5
38.0,Female,60.0,1.7,144.0,128.0,66.0,0.93,632.0,Cardio,26.4,1.2,3.0,3.0,20.66
34.0,Male,64.9,1.67,141.0,124.0,81.0,0.86,95.0,Strength,21.6,2.3,2.0,1.0,23.29
42.0,Female,62.0,1.64,154.0,128.0,59.0,1.2,631.0,Cardio,26.2,2.9,5.0,2.0,22.54
45.0,Female,74.6,1.67,199.0,159.0,54.0,1.05,683.0,Cardio,34.5,2.4,3.0,2.0,26.42
43.0,Female,50.7,1.59,139.0,117.0,87.0,0.53,811.0,Yoga,24.5,2.5,1.0,1.0,19.9
33.0,Male,106.6,1.82,130.0,106.0,74.0,0.57,154.0,Cardio,31.3,2.8,3.0,1.0,32.55
18.0,Female,58.6,1.67,149.0,126.0,71.0,0.75,548.0,Cardio,24.6,1.8,3.0,3.0,21.1
31.0,Female,57.3,1.53,153.0,129.0,71.0,0.64,926.0,Cardio,25.5,2.2,1.0,1.0,24.84
41.0,Male,61.5,1.75,142.0,114.0,75.0,0.49,611.0,Yoga,14.9,3.0,3.0,2.0,20.04
23.0,Female,52.0,1.63,130.0,104.0,61.0,0.6,547.0,Strength,23.4,1.5,2.0,1.0,19.57
44.0,Male,60.5,1.69,164.0,127.0,66.0,0.69,1258.0,Strength,11.0,2.0,2.0,2.0,21.36
47.0,Female,48.1,1.52,141.0,114.0,73.0,0.35,301.0,Cardio,24.5,1.9,2.0,1.0,20.76
38.0,Female,58.6,1.62,191.0,143.0,52.0,0.78,1045.0,Yoga,25.8,2.9,4.0,2.0,22.11
18.0,Female,54.5,1.62,146.0,127.0,70.0,0.57,974.0,Yoga,23.0,2.6,2.0,1.0,20.25
21.0,Male,83.2,1.77,180.0,139.0,65.0,0.96,580.0,Cardio,23.0,2.5,2.0,2.0,26.35
59.0,Female,55.3,1.65,205.0,178.0,62.0,1.22,648.0,HIIT,19.5,2.8,5.0,3.0,20.6
29.0,Male,72.2,1.85,130.0,101.0,68.0,0.61,633.0,Yoga,23.0,1.3,2.0,1.0,21.54
18.0,Female,66.5,1.7,135.0,110.0,65.0,0.54,703.0,Yoga,24.4,2.7,3.0,1.0,22.74
51.0,Male,87.7,1.78,154.0,133.0,55.0,0.75,459.0,Strength,21.2,2.3,4.0,2.0,27.07
36.0,Female,70.6,1.67,162.0,141.0,73.0,0.57,512.0,Yoga,28.9,2.0,3.0,1.0,25.64
49.0,Female,64.1,1.63,164.0,136.0,70.0,0.62,535.0,Yoga,26.6,2.5,2.0,1.0,24.15
39.0,Female,52.2,1.71,195.0,167.0,54.0,1.24,554.0,Cardio,20.2,2.9,4.0,3.0,17.38
42.0,Male,60.1,1.78,161.0,146.0,64.0,1.31,556.0,Cardio,15.8,3.3,5.0,3.0,17.88
40.0,Female,48.1,1.59,175.0,129.0,66.0,1.03,80.0,Strength,22.2,2.7,3.0,2.0,18.69
44.0,Male,106.4,1.9,136.0,110.0,69.0,0.75,678.0,Yoga,29.6,2.2,3.0,2.0,29.31
63.0,Male,87.7,1.84,157.0,128.0,53.0,0.87,481.0,HIIT,24.1,2.6,3.0,2.0,25.5
48.0,Male,71.4,1.86,174.0,151.0,73.0,0.73,80.0,Strength,18.4,1.9,3.0,2.0,20.88
18.0,Female,68.5,1.75,142.0,116.0,63.0,0.84,536.0,Cardio,27.4,2.0,2.0,1.0,22.08
41.0,Male,69.5,1.83,160.0,135.0,68.0,1.03,530.0,Strength,18.7,2.9,4.0,2.0,20.76
50.0,Male,67.0,1.78,154.0,126.0,66.0,0.51,1054.0,Cardio,20.1,1.7,2.0,2.0,21.98
50.0,Male,90.8,1.86,130.0,101.0,69.0,0.69,472.0,Cardio,23.5,1.8,2.0,1.0,26.29
31.0,Male,79.8,1.87,171.0,137.0,76.0,1.13,866.0,Strength,22.0,2.1,4.0,1.0,22.78
50.0,Male,108.5,1.83,137.0,107.0,76.0,0.91,1090.0,Strength,26.6,2.2,2.0,1.0,32.37
47.0,Male,80.6,1.66,149.0,115.0,80.0,0.69,446.0,Strength,22.0,2.7,1.0,1.0,29.48
67.0,Male,84.4,1.71,158.0,130.0,70.0,1.13,637.0,Strength,27.8,2.7,3.0,2.0,29.05
27.0,Female,67.0,1.61,178.0,148.0,67.0,1.11,1207.0,HIIT,32.2,1.8,5.0,3.0,25.5
30.0,Male,75.5,1.84,164.0,138.0,56.0,0.96,725.0,Strength,16.6,2.7,3.0,2.0,22.16
32.0,Female,68.7,1.62,174.0,138.0,66.0,0.92,771.0,Strength,28.5,2.3,2.0,2.0,25.94
30.0,Male,76.8,1.87,183.0,152.0,62.0,1.34,526.0,HIIT,18.2,3.0,5.0,3.0,21.86
25.0,Male,109.6,1.89,149.0,122.0,81.0,0.89,869.0,Yoga,29.2,2.0,2.0,1.0,31.32
18.0,Female,65.8,1.59,135.0,109.0,68.0,0.69,633.0,Yoga,28.6,1.7,2.0,1.0,26.24
31.0,Female,74.6,1.71,152.0,125.0,74.0,0.51,80.0,Yoga,37.4,2.1,2.0,1.0,25.48
40.0,Female,64.8,1.61,144.0,116.0,74.0,0.46,531.0,HIIT,26.1,1.9,1.0,1.0,25.43
30.0,Male,101.1,1.82,159.0,131.0,76.0,1.22,274.0,Yoga,31.0,2.6,4.0,2.0,30.59
59.0,Female,49.4,1.61,134.0,110.0,71.0,0.73,682.0,Yoga,27.1,1.7,3.0,1.0,18.48
36.0,Male,84.1,1.65,168.0,134.0,74.0,1.04,358.0,Cardio,28.3,1.9,4.0,2.0,31.47
51.0,Male,73.7,1.76,172.0,137.0,60.0,0.6,801.0,Cardio,21.1,2.4,3.0,1.0,23.74
39.0,Male,68.4,1.89,159.0,117.0,61.0,0.69,661.0,Strength,17.6,2.6,3.0,1.0,18.36
46.0,Female,59.8,1.71,166.0,143.0,48.0,1.14,254.0,HIIT,23.4,3.1,4.0,3.0,19.89
39.0,Male,68.6,1.94,160.0,127.0,78.0,0.71,491.0,Yoga,20.0,1.8,2.0,1.0,18.62
52.0,Female,74.4,1.66,130.0,113.0,77.0,0.47,843.0,Strength,26.0,1.8,2.0,1.0,26.45
37.0,Male,80.6,1.98,156.0,121.0,78.0,0.6,1014.0,Strength,18.0,1.8,3.0,1.0,21.03
42.0,Female,72.6,1.72,146.0,130.0,63.0,0.87,361.0,Strength,25.8,2.9,4.0,2.0,24.57
40.0,Female,73.1,1.61,169.0,149.0,64.0,0.48,298.0,Cardio,24.4,2.1,3.0,2.0,28.45
33.0,Female,58.1,1.65,161.0,130.0,67.0,0.92,1274.0,Cardio,26.7,2.8,3.0,2.0,21.25
41.0,Male,82.1,1.87,155.0,132.0,82.0,0.52,644.0,Yoga,24.0,2.4,2.0,1.0,23.66
63.0,Female,52.6,1.64,130.0,108.0,84.0,0.62,674.0,Yoga,20.7,2.7,3.0,1.0,19.67
33.0,Male,67.1,1.73,157.0,133.0,74.0,0.97,414.0,Yoga,23.0,2.9,2.0,2.0,22.41
41.0,Male,119.0,1.88,184.0,150.0,70.0,1.24,724.0,Cardio,24.2,2.7,2.0,2.0,33.3
51.0,Male,93.9,1.87,159.0,138.0,77.0,1.02,1201.0,Strength,23.6,1.8,4.0,2.0,26.98
50.0,Female,60.8,1.63,187.0,159.0,66.0,1.02,736.0,HIIT,24.9,2.7,2.0,2.0,22.25
36.0,Female,61.6,1.69,158.0,133.0,65.0,1.04,992.0,Yoga,24.5,2.5,4.0,3.0,21.89
18.0,Female,65.5,1.64,156.0,121.0,71.0,0.78,657.0,HIIT,26.7,1.9,3.0,1.0,24.42
42.0,Female,57.7,1.52,172.0,137.0,65.0,0.72,321.0,Cardio,26.8,2.7,3.0,1.0,25.14
18.0,Male,75.5,1.84,134.0,121.0,67.0,1.01,431.0,Yoga,18.7,2.4,3.0,2.0,21.38
54.0,Female,62.9,1.54,138.0,102.0,64.0,0.76,288.0,Yoga,27.9,1.9,2.0,1.0,26.13
38.0,Female,56.6,1.67,151.0,128.0,75.0,0.61,717.0,Cardio,27.3,3.0,4.0,1.0,20.12
48.0,Female,57.9,1.69,174.0,144.0,72.0,1.28,1046.0,Yoga,21.5,2.3,3.0,2.0,20.51
25.0,Male,86.6,1.85,140.0,120.0,78.0,1.21,703.0,Strength,29.0,2.2,4.0,2.0,24.97
18.0,Female,47.7,1.59,191.0,160.0,53.0,1.32,558.0,HIIT,20.2,2.3,5.0,3.0,19.76
39.0,Male,91.3,1.85,189.0,141.0,81.0,0.76,398.0,HIIT,24.1,2.1,3.0,2.0,26.58
36.0,Female,61.0,1.62,203.0,174.0,53.0,1.47,774.0,HIIT,27.3,2.5,5.0,3.0,22.89
30.0,Male,63.8,1.94,170.0,146.0,60.0,0.87,255.0,Cardio,14.7,2.7,3.0,3.0,16.89
37.0,Male,82.9,1.87,184.0,158.0,60.0,1.37,294.0,Cardio,25.1,2.3,5.0,2.0,23.37
69.0,Female,52.9,1.71,148.0,132.0,81.0,0.46,935.0,Cardio,23.1,1.3,2.0,1.0,17.68
46.0,Female,78.5,1.72,181.0,141.0,70.0,1.3,566.0,Strength,27.6,2.6,4.0,2.0,26.89
49.0,Female,59.5,1.61,162.0,131.0,66.0,0.75,554.0,Cardio,29.5,2.2,3.0,2.0,23.13
46.0,Female,94.4,1.73,130.0,107.0,66.0,0.66,591.0,Strength,29.2,2.1,2.0,1.0,31.72
54.0,Female,75.0,1.62,132.0,112.0,62.0,0.33,876.0,Strength,28.2,2.7,2.0,1.0,29.02
34.0,Male,63.8,1.82,182.0,154.0,72.0,1.28,709.0,HIIT,19.1,2.8,4.0,3.0,19.43
18.0,Male,52.3,1.78,173.0,138.0,74.0,0.91,413.0,Strength,17.6,3.1,4.0,2.0,16.13
34.0,Female,57.5,1.63,130.0,97.0,81.0,0.82,419.0,Strength,25.3,2.1,3.0,1.0,21.89
46.0,Male,62.2,1.77,153.0,116.0,75.0,0.59,583.0,Strength,17.5,2.6,2.0,2.0,19.46
24.0,Female,83.5,1.63,145.0,118.0,54.0,0.82,745.0,Yoga,31.4,1.9,2.0,1.0,31.26
34.0,Male,90.2,1.92,144.0,123.0,63.0,0.5,635.0,Yoga,25.0,2.1,2.0,1.0,24.45
28.0,Female,70.5,1.62,194.0,170.0,67.0,1.25,618.0,HIIT,29.2,2.4,4.0,3.0,26.81
54.0,Male,74.2,1.78,162.0,120.0,69.0,0.61,661.0,Yoga,18.1,1.7,2.0,2.0,22.79
45.0,Male,69.6,1.71,130.0,109.0,68.0,0.72,634.0,Strength,18.3,2.0,2.0,1.0,23.46
44.0,Female,61.6,1.61,140.0,118.0,60.0,1.03,400.0,Cardio,30.6,1.9,4.0,2.0,23.76
43.0,Female,72.6,1.59,161.0,125.0,79.0,0.76,1003.0,Cardio,27.8,2.2,2.0,1.0,28.5
36.0,Female,66.6,1.61,139.0,109.0,75.0,0.69,491.0,Cardio,28.4,2.0,3.0,1.0,26.09
38.0,Male,64.4,1.8,167.0,145.0,72.0,1.07,695.0,Yoga,22.0,2.6,3.0,2.0,20.33
22.0,Male,100.7,1.83,186.0,150.0,64.0,0.84,80.0,Strength,27.7,1.9,3.0,2.0,29.68
18.0,Male,69.5,1.77,175.0,139.0,65.0,1.35,586.0,HIIT,17.5,3.1,6.0,3.0,22.2
38.0,Male,73.4,1.82,173.0,142.0,59.0,1.21,302.0,Yoga,16.7,3.2,2.0,2.0,22.71
40.0,Male,54.1,1.81,172.0,149.0,67.0,0.72,338.0,Strength,20.8,3.1,3.0,2.0,16.47
51.0,Female,79.7,1.74,170.0,146.0,50.0,1.04,1428.0,Strength,24.9,3.3,3.0,2.0,26.18
55.0,Male,75.9,1.79,163.0,133.0,53.0,1.39,734.0,Yoga,19.3,2.8,5.0,3.0,23.99
55.0,Male,80.4,1.82,145.0,127.0,66.0,1.19,1044.0,HIIT,22.5,2.3,3.0,3.0,24.18
24.0,Female,52.3,1.55,180.0,141.0,81.0,1.4,929.0,HIIT,23.8,3.0,5.0,3.0,22.21
32.0,Male,67.3,1.76,183.0,141.0,55.0,0.99,967.0,Cardio,21.1,2.3,4.0,2.0,21.52
42.0,Female,60.3,1.66,184.0,158.0,55.0,1.35,593.0,Strength,20.1,2.0,4.0,2.0,21.72
66.0,Female,75.0,1.69,130.0,91.0,74.0,0.54,1156.0,HIIT,27.4,2.5,2.0,1.0,26.54
54.0,Male,74.3,1.68,170.0,133.0,80.0,0.91,921.0,Cardio,25.1,2.3,3.0,2.0,26.36
49.0,Female,62.8,1.63,170.0,126.0,73.0,0.45,659.0,HIIT,27.9,1.4,3.0,1.0,23.67
31.0,Female,85.2,1.76,177.0,137.0,73.0,1.19,737.0,Yoga,27.3,2.2,5.0,1.0,26.84
25.0,Female,62.7,1.63,151.0,137.0,66.0,1.04,608.0,Yoga,22.8,2.4,4.0,2.0,23.48
45.0,Male,73.2,1.85,175.0,150.0,60.0,1.15,671.0,Cardio,19.7,2.8,4.0,3.0,21.69
23.0,Male,80.6,1.83,175.0,143.0,65.0,1.33,641.0,HIIT,17.3,2.8,5.0,3.0,23.79
33.0,Female,47.7,1.57,142.0,118.0,67.0,0.82,770.0,Yoga,26.3,2.7,2.0,1.0,19.6
35.0,Female,65.8,1.63,179.0,137.0,73.0,1.12,1209.0,Strength,27.3,1.9,3.0,3.0,24.86
55.0,Female,48.5,1.64,183.0,142.0,57.0,0.83,265.0,Cardio,19.3,2.4,4.0,1.0,17.96
32.0,Male,63.8,1.76,146.0,125.0,78.0,0.3,1010.0,HIIT,15.3,1.7,1.0,1.0,21.07
18.0,Female,42.0,1.58,146.0,119.0,72.0,0.71,529.0,Cardio,18.6,2.7,3.0,1.0,16.71
42.0,Male,64.9,1.65,151.0,129.0,70.0,0.52,1053.0,Cardio,16.4,1.8,2.0,1.0,23.74
28.0,Male,85.7,1.69,158.0,132.0,56.0,1.06,545.0,Cardio,27.5,2.3,3.0,2.0,29.93
37.0,Female,70.2,1.73,148.0,122.0,61.0,1.11,783.0,Cardio,23.4,2.9,4.0,3.0,23.48
35.0,Male,87.2,1.84,195.0,159.0,72.0,1.46,607.0,Cardio,23.8,3.4,4.0,3.0,26.02
33.0,Male,106.4,1.8,158.0,137.0,67.0,1.23,100.0,Yoga,29.9,3.1,4.0,2.0,32.32
45.0,Male,83.2,1.83,166.0,159.0,66.0,1.48,1215.0,HIIT,24.8,2.1,5.0,3.0,25.15
18.0,Female,56.0,1.61,130.0,105.0,66.0,0.91,345.0,Strength,25.0,2.3,2.0,1.0,21.63
30.0,Male,59.3,1.66,174.0,154.0,68.0,1.18,682.0,Strength,22.6,2.6,2.0,2.0,21.71
44.0,Male,82.1,1.83,148.0,125.0,62.0,0.87,312.0,Yoga,25.8,2.1,3.0,1.0,25.35
29.0,Male,52.3,1.56,162.0,133.0,69.0,0.96,223.0,Cardio,20.0,2.5,3.0,1.0,21.31
18.0,Male,77.0,1.88,146.0,127.0,71.0,0.78,583.0,Cardio,20.4,3.0,3.0,2.0,21.36
44.0,Female,71.9,1.63,183.0,165.0,66.0,1.66,470.0,Strength,27.0,3.3,5.0,3.0,27.13
49.0,Male,95.1,1.85,146.0,125.0,62.0,0.98,276.0,HIIT,21.3,2.9,3.0,3.0,27.91
35.0,Male,53.3,1.71,160.0,141.0,70.0,0.83,639.0,Yoga,20.4,2.2,1.0,1.0,18.53
18.0,Female,52.1,1.56,136.0,112.0,76.0,0.57,171.0,Yoga,25.9,3.1,2.0,1.0,21.22
44.0,Female,56.0,1.57,158.0,135.0,71.0,0.79,690.0,Yoga,27.2,1.9,2.0,1.0,22.43
18.0,Female,68.5,1.6,150.0,116.0,70.0,0.3,603.0,Strength,26.6,1.4,3.0,1.0,26.22
40.0,Male,95.6,1.84,172.0,152.0,81.0,0.91,80.0,Yoga,29.5,2.3,4.0,2.0,27.76
25.0,Female,77.9,1.51,154.0,129.0,61.0,0.96,483.0,Cardio,33.6,2.5,5.0,1.0,34.02
22.0,Male,72.5,1.81,160.0,136.0,76.0,1.04,802.0,Cardio,17.3,3.0,3.0,2.0,22.09
31.0,Female,60.6,1.67,196.0,162.0,56.0,1.45,318.0,Cardio,22.7,2.6,4.0,3.0,22.45
34.0,Female,69.4,1.63,170.0,143.0,73.0,0.81,815.0,Cardio,32.6,2.7,3.0,2.0,25.53
28.0,Male,62.3,1.71,183.0,147.0,73.0,1.07,792.0,HIIT,15.7,1.8,5.0,2.0,21.42
43.0,Female,66.8,1.67,132.0,113.0,68.0,0.83,322.0,Yoga,23.9,2.6,3.0,1.0,23.7
31.0,Male,63.2,1.66,147.0,119.0,63.0,1.0,646.0,Yoga,29.0,2.1,2.0,1.0,23.01
48.0,Female,37.6,1.51,171.0,148.0,54.0,1.08,918.0,Strength,23.0,2.3,5.0,2.0,16.3
39.0,Male,72.8,1.75,165.0,147.0,60.0,1.22,374.0,Cardio,18.8,3.8,6.0,3.0,24.13
28.0,Female,59.4,1.58,151.0,124.0,76.0,0.46,580.0,Yoga,22.8,2.6,1.0,2.0,24.15
26.0,Male,104.8,1.91,176.0,134.0,60.0,1.24,1021.0,Cardio,20.0,2.0,3.0,2.0,28.69
18.0,Male,74.9,1.77,159.0,138.0,69.0,1.08,378.0,Cardio,21.4,2.4,3.0,1.0,24.41
39.0,Female,60.4,1.75,146.0,119.0,62.0,0.65,794.0,Strength,25.0,3.3,2.0,1.0,19.99
32.0,Female,64.0,1.65,130.0,110.0,70.0,0.41,298.0,Yoga,30.4,3.0,2.0,1.0,24.0
18.0,Female,47.1,1.69,167.0,151.0,56.0,1.15,603.0,Strength,14.5,3.2,5.0,3.0,16.48
30.0,Male,60.5,1.77,159.0,137.0,67.0,1.06,795.0,Strength,13.5,1.6,3.0,2.0,19.64
25.0,Male,86.2,1.79,141.0,117.0,68.0,0.7,80.0,Cardio,23.2,2.7,2.0,1.0,26.63
55.0,Female,60.9,1.65,195.0,170.0,56.0,1.0,485.0,Cardio,33.3,2.5,6.0,3.0,22.06
18.0,Female,84.8,1.74,154.0,128.0,67.0,0.74,786.0,Strength,32.1,2.7,2.0,2.0,28.77
19.0,Male,52.9,1.79,172.0,157.0,57.0,1.05,727.0,Cardio,16.3,2.5,5.0,3.0,16.13
49.0,Male,73.0,1.76,133.0,110.0,63.0,0.85,480.0,Strength,17.2,2.3,2.0,1.0,23.41
52.0,Male,70.0,1.78,160.0,128.0,76.0,1.0,297.0,Yoga,13.3,2.2,4.0,1.0,21.43
27.0,Female,75.7,1.64,155.0,138.0,69.0,0.58,850.0,Yoga,29.6,1.9,1.0,1.0,27.85
28.0,Male,85.7,1.78,133.0,108.0,57.0,0.8,543.0,Yoga,23.3,2.4,2.0,1.0,26.7
43.0,Male,78.8,1.75,185.0,155.0,60.0,1.34,831.0,Yoga,21.8,2.2,5.0,3.0,25.5
18.0,Female,74.8,1.57,144.0,122.0,78.0,0.85,770.0,Yoga,30.1,3.2,3.0,1.0,30.45
18.0,Female,62.9,1.65,146.0,115.0,67.0,0.66,503.0,Cardio,23.2,1.6,2.0,2.0,23.29
33.0,Female,82.5,1.67,130.0,108.0,82.0,0.67,989.0,Yoga,27.7,1.6,2.0,1.0,29.23
55.0,Male,59.0,1.72,163.0,128.0,62.0,0.93,460.0,Yoga,22.1,2.7,3.0,3.0,19.67
31.0,Female,53.2,1.64,162.0,131.0,72.0,1.01,1032.0,Yoga,20.2,3.0,4.0,2.0,20.16
37.0,Male,81.0,1.76,175.0,147.0,71.0,1.54,1080.0,Strength,22.1,2.7,5.0,3.0,26.75
50.0,Male,63.6,1.84,168.0,131.0,75.0,0.57,984.0,Yoga,16.9,1.6,2.0,1.0,19.23
61.0,Male,66.6,1.58,143.0,118.0,62.0,0.75,590.0,Yoga,25.5,1.7,2.0,2.0,26.1
29.0,Male,83.3,1.83,136.0,113.0,65.0,0.52,1460.0,Yoga,19.4,1.6,3.0,2.0,25.29
36.0,Female,74.3,1.63,176.0,137.0,76.0,0.66,698.0,HIIT,32.3,2.6,3.0,2.0,28.61
58.0,Male,69.9,1.74,204.0,161.0,58.0,1.32,734.0,Strength,18.7,2.8,4.0,3.0,22.49
18.0,Female,64.1,1.63,155.0,133.0,75.0,1.03,644.0,Strength,25.8,2.6,4.0,2.0,24.5
48.0,Male,78.2,1.74,172.0,145.0,65.0,0.95,291.0,Strength,27.6,2.6,3.0,1.0,25.91
24.0,Male,57.0,1.61,141.0,105.0,73.0,0.43,1058.0,Yoga,16.7,2.5,3.0,1.0,21.88
37.0,Male,70.6,1.85,193.0,166.0,54.0,1.34,475.0,Cardio,20.7,2.6,5.0,3.0,20.67
33.0,Male,83.3,1.8,169.0,136.0,64.0,1.01,946.0,Strength,25.6,2.1,3.0,1.0,25.87
25.0,Female,64.0,1.62,152.0,118.0,66.0,0.52,1017.0,Cardio,27.4,2.2,2.0,1.0,24.79
24.0,Male,66.3,1.7,135.0,111.0,74.0,0.45,837.0,Cardio,20.0,2.1,3.0,1.0,23.33
39.0,Male,66.6,1.66,137.0,106.0,73.0,0.61,423.0,Strength,27.7,2.2,3.0,1.0,23.64
48.0,Male,99.0,1.8,130.0,101.0,75.0,0.75,536.0,Yoga,26.4,1.8,3.0,1.0,30.33
34.0,Female,57.7,1.59,130.0,110.0,69.0,0.71,80.0,Strength,25.9,2.4,2.0,1.0,22.86
37.0,Female,67.7,1.75,162.0,142.0,61.0,0.84,614.0,Strength,23.7,1.9,3.0,3.0,22.66
43.0,Male,48.6,1.67,149.0,126.0,69.0,0.99,907.0,Cardio,16.4,2.3,4.0,2.0,16.47
24.0,Female,69.5,1.69,138.0,103.0,65.0,0.78,570.0,Yoga,29.4,2.6,3.0,1.0,24.12
45.0,Male,85.5,1.78,145.0,109.0,80.0,0.47,455.0,Strength,22.8,1.6,3.0,1.0,26.45
46.0,Male,90.6,1.85,184.0,150.0,63.0,1.3,560.0,Strength,16.9,3.3,5.0,3.0,25.99
67.0,Male,81.4,1.83,165.0,133.0,66.0,1.17,1041.0,Strength,23.0,1.8,4.0,2.0,24.65
31.0,Female,66.1,1.55,166.0,135.0,71.0,0.78,632.0,Strength,25.8,1.7,4.0,1.0,27.33
31.0,Male,90.4,1.82,158.0,128.0,71.0,0.82,1244.0,Yoga,26.0,1.4,2.0,1.0,26.47
45.0,Female,67.0,1.56,197.0,166.0,52.0,1.53,477.0,Cardio,29.0,2.9,5.0,3.0,27.48
46.0,Female,79.7,1.68,170.0,138.0,65.0,0.62,718.0,Strength,32.4,2.4,2.0,1.0,28.95
30.0,Male,94.4,1.76,130.0,102.0,79.0,0.6,506.0,Yoga,23.5,2.7,2.0,1.0,29.84
